Product{id='47086573', name='Product::47086573', price=74.17114743517527, qty=12, localDate=2024-02-29}
Product{id='75674295', name='Product::75674295', price=463.19452847897793, qty=12, localDate=2024-02-29}
Product{id='6998017', name='Product::6998017', price=196.99105387915915, qty=12, localDate=2024-02-29}
Product{id='96027650', name='Product::96027650', price=804.0116976745892, qty=12, localDate=2024-02-29}
Product{id='109398121', name='Product::109398121', price=347.22067552563686, qty=12, localDate=2024-02-29}
Product{id='829405', name='Product::829405', price=876.0561129893497, qty=12, localDate=2024-02-29}
Product{id='44111116', name='Product::44111116', price=581.2836873810616, qty=12, localDate=2024-02-29}
Product{id='65403346', name='Product::65403346', price=491.36059864212325, qty=12, localDate=2024-02-29}
Product{id='7266457', name='Product::7266457', price=16.22424097738895, qty=12, localDate=2024-02-29}
Product{id='41459511', name='Product::41459511', price=135.23839784371083, qty=12, localDate=2024-02-29}
Product{id='12146264', name='Product::12146264', price=536.4713639367176, qty=12, localDate=2024-02-29}
Product{id='119855169', name='Product::119855169', price=435.17264591960435, qty=12, localDate=2024-02-29}
Product{id='84633440', name='Product::84633440', price=136.22411257485956, qty=12, localDate=2024-02-29}
Product{id='67666902', name='Product::67666902', price=935.5525925923749, qty=12, localDate=2024-02-29}
Product{id='62972669', name='Product::62972669', price=541.7908409633874, qty=12, localDate=2024-02-29}
Product{id='58583522', name='Product::58583522', price=372.8312995354142, qty=12, localDate=2024-02-29}
Product{id='22535014', name='Product::22535014', price=662.2643783888337, qty=12, localDate=2024-02-29}
Product{id='116714234', name='Product::116714234', price=931.9155882157988, qty=12, localDate=2024-02-29}
Product{id='5069569', name='Product::5069569', price=953.2987924033214, qty=12, localDate=2024-02-29}
Product{id='39114826', name='Product::39114826', price=429.2331714347272, qty=12, localDate=2024-02-29}
Product{id='9932718', name='Product::9932718', price=816.2195588693601, qty=12, localDate=2024-02-29}
Product{id='81019656', name='Product::81019656', price=149.94103451414665, qty=12, localDate=2024-02-29}
Product{id='10471870', name='Product::10471870', price=909.9138733135065, qty=12, localDate=2024-02-29}
Product{id='60478915', name='Product::60478915', price=163.92220007731373, qty=12, localDate=2024-02-29}
Product{id='98754016', name='Product::98754016', price=906.5474284875967, qty=12, localDate=2024-02-29}
Product{id='22846381', name='Product::22846381', price=578.2023209584393, qty=12, localDate=2024-02-29}
Product{id='120201423', name='Product::120201423', price=628.7895004464259, qty=12, localDate=2024-02-29}
Product{id='33069408', name='Product::33069408', price=372.1835781794067, qty=12, localDate=2024-02-29}
